UNITID,INSTNM,ADDR,CITY,STABBR,ZIP,FIPS,OBEREG,CHFNM,CHFTITLE,GENTELE,FAXTELE,EIN,OPEID,OPEFLAG,WEBADDR,ADMINURL,FAIDURL,APPLURL,NPRICURL,SECTOR,ICLEVEL,CONTROL,HLOFFER,UGOFFER,GROFFER,HDEGOFR1,DEGGRANT,HBCU,HOSPITAL,MEDICAL,TRIBAL,LOCALE,OPENPUBL,ACT,NEWID,DEATHYR,CLOSEDAT,CYACTIVE,POSTSEC,PSEFLAG,PSET4FLG,RPTMTH,IALIAS,INSTCAT,CCBASIC,CCIPUG,CCIPGRAD,CCUGPROF,CCENRPRF,CCSIZSET,CARNEGIE,LANDGRNT,INSTSIZE,CBSA,CBSATYPE,CSA,NECTA,F1SYSTYP,F1SYSNAM,F1SYSCOD,COUNTYCD,COUNTYNM,CNGDSTCD,LONGITUD,LATITUDE
444158,Colorado Technical University-Online,"4435 N Chestnut, Suite E",Colorado Springs,CO,80907,8,7,Andrew Hurst,President,8668131836,8663477389,364302828,1014805,1,www.coloradotech.edu/CTU-Online,www.coloradotech.edu/Admissions/Online,www.coloradotech.edu/Tuition-and-Financial-Aid/Online,www.coloradotech.edu/Apply-Online,coloradotech.studentaidcalculator.com,3,1,3,9,1,1,14,1,2,-2,2,2,11,1,A ,-2,-2,-2,1,1,1,1,1,Colorado Tech Online |CTU Online  |CTU,2,18,2,10,9,3,15,-3,2,5,17820,1,-2,-2,1,Career Education Corporation,300840,8041,El Paso County,805,-104.834211,38.893735
228723,Texas A & M University-College Station,805 Rudder Tower,College Station,TX,77843-1244,48,6,Mark A. Hussey,Interim President,9798453211,9798478737,746000531,363200,1,www.tamu.edu,admissions.tamu.edu,financialaid.tamu.edu,admissions.tamu.edu/freshmen/default.aspx,www.collegeforalltexans.com/apps/CollegeMoney/,1,1,1,9,1,1,11,1,2,2,1,2,13,1,A ,-2,-2,-2,1,1,1,1,1,Texas A&M | TAMU,2,15,11,14,12,4,15,15,1,5,17780,1,-2,-2,1,Texas A&M University System,148020,48041,Brazos County,4817,-96.340322,30.613226
154022,Ashford University,400 N Bluff Blvd,Clinton,IA,52733-2967,19,4,Dr. Richard Pattenaude,President,5632424023,5632428684,420745980,188100,1,www.ashford.edu,www.ashford.edu/online/,www.ashford.edu/online/finance/,https://oap.ashford.edu/online/login.php?entry=au-online&team=all,ashford.studentaidcalculator.com/survey.aspx,3,1,3,7,1,1,20,1,2,-2,2,2,32,1,A ,-2,-2,-2,1,1,1,1,1, ,2,18,10,10,10,3,15,31,2,5,17540,2,209,-2,1,Bridgepoint Education,300570,19045,Clinton County,1902,-90.199127,41.851944
201885,University of Cincinnati-Main Campus,2624 Clifton Avenue,Cincinnati,OH,45221-0063,39,3,Santa J. Ono,President,5135566000, ,316000989,312500,1,www.uc.edu,admissions.uc.edu/,financialaid.uc.edu/,admissions.uc.edu/apply.html,www.collegeportraits.org/OH/UC/estimator/agree,1,1,1,9,1,1,11,1,2,2,1,2,11,1,A ,-2,-2,-2,1,1,1,1,1, ,2,15,14,14,12,5,15,15,2,5,17140,1,178,-2,2, ,-2,39061,Hamilton County,3901,-84.51428,39.131159
144740,DePaul University,1 E Jackson Blvd,Chicago,IL,60604,17,3,Dennis H. Holtschneider,President,3123628000, ,362167048,167100,1,www.depaul.edu,depaul.edu/admission/types_of_admission/index.asp,www.depaul.edu/admission/FinancialAid/,https://wa.is.depaul.edu/AdmissionApp/login.aspx,depaul.studentaidcalculator.com/survey.aspx,2,1,2,9,1,1,11,1,2,2,2,2,11,1,A ,-2,-2,-2,1,1,1,1,1, ,2,17,11,15,11,5,15,16,2,5,16980,1,176,-2,2, ,-2,17031,Cook County,1705,-87.654116,41.923332
144759,DeVry University-Illinois,3300 N Campbell Ave.,Chicago,IL,60618-5994,17,3,Candace Goodwin,Campus President,7739298500, ,362781982,1072700,1,www.devry.edu, , , ,www.devry.edu/financial-aid-tuition/financial-aid-calculator.jsp,3,1,3,7,1,1,20,1,2,-2,-2,2,11,1,C ,482477,2013,-2,3,1,3,9,-2,DeVry University-Addison |DeVry University-Chicago |DeVry University-Chicago/Loop |DeVry University-Chicago/O'Hare |DeVry University-Downers Grove |DeVry University-Elgin |DeVry University-Gurnee |DeVry University-Naperville |DeVry University-Schaumburg |DeVry University-Tinley Park,-2,18,16,10,5,4,15,54,2,5,16980,1,176,-2,-2, ,-2,17031,Cook County,1705,-87.69146,41.94219
145600,University of Illinois at Chicago,601 S Morgan,Chicago,IL,60607,17,3,Paula Allen-Meares,Chancellor,3129967000,3129963254,376000511,177600,1,www.uic.edu/index.html/,www.uic.edu/depts/oar/prospective_students/index.html,www.uic.edu/depts/financialaid/,www.uic.edu/depts/oar/prospective_students/apply.html,www.uic.edu/depts/financialaid/npcalc.shtml,1,1,1,9,1,1,11,1,2,1,1,2,11,1,A ,-2,-2,-2,1,1,1,1,1,UIC|U of I-Chicago|Illinois-Chicago|U of I-Medical Center|University of Illinois-Medical Center|,2,15,11,14,11,5,15,15,2,5,16980,1,176,-2,1,University of Illinois Board of Trustees,117040,17031,Cook County,1707,-87.651145,41.872651
147703,Northern Illinois University,1425 W. Lincoln Hwy.,Dekalb,IL,60115-2828,17,3,Douglas Baker,President,8008923050, ,366008480,173700,1,www.niu.edu,www.niu.edu/Apply/index.shtml,www.niu.edu/fa/,www.niu.edu/admissions/onlineapp.shtml,www.niu.edu/bursar/tuition/estimator.shtml,1,1,1,9,1,1,11,1,2,2,2,2,23,1,A ,-2,-2,-2,1,1,1,1,1, ,2,16,11,15,11,4,16,15,2,5,16980,1,176,-2,2, ,-2,17037,DeKalb County,1716,-88.766065,41.933791
147767,Northwestern University,633 Clark St,Evanston,IL,60208,17,3,Morton O. Schapiro,President,8474913741, ,362167817,173900,1,www.northwestern.edu,www.northwestern.edu/admissions/,www.northwestern.edu/admissions/,www.northwestern.edu/admissions/,ug-finaid.northwestern.edu/college_cost_calculator.html,2,1,2,9,1,1,11,1,2,2,1,2,13,1,A ,-2,-2,-2,1,1,1,1,1, ,2,15,8,14,12,6,17,15,2,5,16980,1,176,-2,2, ,-2,17031,Cook County,1709,-87.673653,42.058377
482477,DeVry University-Illinois,3300 N Campbell Ave,Chicago,IL,60618,17,3,Candace Goodwin,Metro President,7739298500, ,362781982,1072700,1,www.devry.edu, , , ,www.devry.edu/financial-aid-tuition/financial-aid-calculator.html,3,1,3,7,1,1,20,1,2,-2,2,2,11,1,N ,-2,-2,-2,1,1,1,1,1,DeVry University-Addison |DeVry University-Chicago |DeVry University-Chicago Loop |DeVry University-Chicago O'Hare |DeVry University-Downers Grove |DeVry University-Elgin |DeVry University-Gurnee |DeVry University-Naperville |DeVry University-Schaumburg |DeVry University-Tinley Park,2,-3,-3,-3,-3,-3,-3,-3,2,5,16980,-2,176,-2,1,DeVry University Inc.,301420,17031,Cook County,1705,-87.691871,41.94231
234076,University of Virginia-Main Campus,1827 University Avenue,Charlottesville,VA,22903-2628,51,5,Teresa A. Sullivan,President,4349240311,4349243587,546001796,374500,1,www.virginia.edu/,www.admission.virginia.edu/,www.virginia.edu/financialaid/,www.virginia.edu/undergradadmission/apply.html,npc.collegeboard.org/student/app/virginia,1,1,1,9,1,1,11,1,2,1,1,2,13,1,A ,-2,-2,-2,1,1,1,1,1,University of Virginia |UVa |UVA,2,15,8,14,12,5,16,15,2,5,16820,1,-2,-2,2, ,-2,51540,Charlottesville city,5105,-78.502599,38.036546
199139,University of North Carolina at Charlotte,9201 University City Blvd,Charlotte,NC,28223-0001,37,5,Philip L. Dubois,Chancellor,7046872000, ,560791228,297500,1,www.uncc.edu,admissions.uncc.edu,finaid.uncc.edu,admissions.uncc.edu/admissions/apply-now,calculator.uncc.edu/npcalc.htm,1,1,1,9,1,1,11,1,2,2,2,2,11,1,A ,-2,-2,-2,1,1,1,1,1,UNC Charlotte,2,17,11,18,11,4,16,21,2,5,16740,1,172,-2,1,University of North Carolina,137030,37119,Mecklenburg County,3712,-80.73579,35.306834
145637,University of Illinois at Urbana-Champaign,601 E John Street,Champaign,IL,61820-5711,17,3,Phyllis Wise,Vice President and Chancellor,2173331000,2172444614,376000511,177500,1,www.illinois.edu/,admissions.illinois.edu/,www.osfa.illinois.edu,admissions.illinois.edu/apply/app.html,www.osfa.illinois.edu/aid/NPC/NPC.asp,1,1,1,9,1,1,11,1,2,2,1,2,13,1,A ,-2,-2,-2,1,1,1,1,1,Illinois|Illinios|Ilinois|Ilinios|Urbana|Champaign|Champagne|Champaign-Urbana|Champagne-Urbana|Urbana-Champaign|Urbana-Champagne|University of Illinois at Urbana|University of Illinois at Champaign|University of Illinois at Champagne|University of Illinois at Champaign-Urbana|University of Illinois at Champagne-Urbana|UIUC|UICU|University of Illinois at UC|University of Illinois at CU,2,15,11,14,12,5,16,15,1,5,16580,1,-2,-2,1,University of Illinois Board of Trustees,117040,17019,Champaign County,1713,-88.230309,40.108864
196088,University at Buffalo,12 Capen Hall,Buffalo,NY,14260-1660,36,2,Satish K. Tripathi,President,7166452000, ,146013200,283700,1,www.buffalo.edu,admissions.buffalo.edu/,financialaid.buffalo.edu/,admissions.buffalo.edu/apply/index.php,financialaid.buffalo.edu/costs/netpricecalculator/index.php,1,1,1,9,1,1,11,1,2,1,1,2,21,1,A ,-2,-2,-2,1,1,1,1,1,University at Buffalo|UB|State University of New York at Buffalo|SUNY Buffalo|University of Buffalo,2,15,11,14,13,5,16,15,2,5,15380,1,160,-2,1,State University of New York System,136040,36029,Erie County,3626,-78.790103,43.001433
157951,Western Kentucky University,1906 College Heights Blvd,Bowling Green,KY,42101-1000,21,5,Gary A. Ransdell,President,2707450111,2707455442,616055628,200200,1,www.wku.edu,www.wku.edu/atwku/admissions.php,www.wku.edu/financialaid/,www.wku.edu/atwku/admissions.php,www.wku.edu/financialaid/calculator.php,1,1,1,9,1,1,13,1,2,2,2,2,13,1,A ,-2,-2,-2,1,1,1,1,1,"WKU, HILLTOPPERS",2,18,10,4,11,3,16,21,2,5,14540,1,150,-2,2, ,-2,21227,Warren County,2102,-86.455898,36.985718
126614,University of Colorado Boulder,Regent Drive at Broadway,Boulder,CO,80309-0017,8,7,Philip P. DiStefano,Chancellor,3034921411,3034920996,846000555,137000,1,www.colorado.edu,www.colorado.edu/prospective/,www.colorado.edu/finaid/,admissions.colorado.edu/undergraduate/apply,www.collegeportraits.org/CO/CU-Boulder/estimator/agree,1,1,1,9,1,1,11,1,2,2,2,2,13,1,A ,-2,-2,-2,1,1,1,1,1,U of Colorado|Univ of Colorado|University of Colorado|U of CO|Univ of CO|University of CO|Boulder|CU|CU-Boulder|UCB|CUB|Colorado|Colorado University|U of Colo|Univ of Colo|University of Colo|Colo|Buffs|Buffalos|Buffaloes|CU at Boulder|Golden Buffs|University of Colorado at Boulder,2,15,8,15,12,4,15,15,2,5,14500,1,216,-2,1,University of Colorado,108040,8013,Boulder County,802,-105.267061,40.004415
164988,Boston University,One Silber Way,Boston,MA,2215,25,1,Robert  A. Brown,President,6173532000, ,42103547,213000,1,www.bu.edu,www.bu.edu/admissions,www.bu.edu/finaid,www.bu.edu/admissions/apply,www.bu.edu/finaid/eligibility/calculated_need.html,2,1,2,9,1,1,11,1,2,2,1,2,11,1,A ,-2,-2,-2,1,1,1,1,1,BU|Boston U,2,15,11,14,12,5,17,15,2,5,14460,1,148,71650,2, ,-2,25025,Suffolk County,2507,-71.09984,42.349581
166027,Harvard University,Massachusetts Hall,Cambridge,MA,2138,25,1,Drew Gilpin Faust,President,6174951000, ,42103580,215500,1,www.harvard.edu,www.admissions.college.harvard.edu,www.fao.fas.harvard.edu,www.admissions.college.harvard.edu/apply/forms/index.html,npc.fas.harvard.edu,2,1,2,9,1,1,11,1,2,2,1,2,12,1,A ,-2,-2,-2,1,1,1,1,1, ,2,15,5,14,12,6,17,15,2,5,14460,1,148,71650,2, ,-2,25017,Middlesex County,2505,-71.118177,42.374429
167358,Northeastern University,360 Huntington Ave,Boston,MA,02115-5005,25,1,Joseph E. Aoun,President,6173732000,6173738780,41679980,219900,1,www.northeastern.edu,www.northeastern.edu/neuhome/admissions/index.html,www.northeastern.edu/financialaid/,www.northeastern.edu/admissions/apply/index.html,www.northeastern.edu/financialaid/loans/financialplanning.html,2,1,2,9,1,1,11,1,2,2,2,2,11,1,A ,-2,-2,-2,1,1,1,1,1, ,2,16,11,15,12,5,17,15,2,5,14460,1,148,71650,2, ,-2,25025,Suffolk County,2507,-71.088782,42.339992
142115,Boise State University,1910 University Dr,Boise,ID,83725,16,7,Dr. Bob Kustra,President,2084261011, ,820290701,161600,1,www.boisestate.edu,admissions.boisestate.edu/,financialaid.boisestate.edu/,admissions.boisestate.edu/apply,admissions.boisestate.edu/estimator,1,1,1,9,1,1,12,1,2,2,2,2,12,1,A ,-2,-2,-2,1,1,1,1,1,Boise State,2,18,10,18,8,3,15,21,2,5,14260,1,147,-2,1,Idaho State Board of Education,116010,16001,Ada County,1602,-116.205789,43.604403
151351,Indiana University-Bloomington,107 South Indiana Ave.,Bloomington,IN,47405-7000,18,3,Michael McRobbie,President,8128554848, ,356001673,180900,1,www.iub.edu,admit.indiana.edu/,studentcentral.indiana.edu/financial-aid,admit.indiana.edu/apply/freshmen/apply.shtml,npc.collegeboard.org/student/app/indiana,1,1,1,9,1,1,11,1,2,2,2,2,13,1,A ,-2,-2,-2,1,1,1,1,1,IU|IUB|IU Bloomington|,2,15,11,15,12,4,16,15,2,5,14020,1,144,-2,1,Indiana University,118020,18105,Monroe County,1809,-86.526904,39.166383
145813,Illinois State University,North and School Streets,Normal,IL,61790-1000,17,3,Timothy Flanagan,President,3094382111,3094383932,376014070,169200,1,illinoisstate.edu/,www.admissions.illinoisstate.edu,financialaid.illinoisstate.edu/,www.admissions.illinoisstate.edu/apply,financialaid.illinoisstate.edu/prospective/estimator,1,1,1,9,1,1,11,1,2,2,2,2,22,1,A ,-2,-2,-2,1,1,1,1,1, ,2,17,14,18,13,3,16,16,2,5,14010,1,145,-2,2, ,-2,17113,McLean County,1713,-88.99234,40.509724
233921,Virginia Polytechnic Institute and State University,222 Burruss Hall,Blacksburg,VA,24061-0131,51,5,Charles W. Steger,President,5402316000, ,546001805,375400,1,WWW.VT.EDU,www.admiss.vt.edu,www.finaid.vt.edu,www.admiss.vt.edu/apply/apply_online.php,www.apps.finaid.vt.edu/apps/NPC/npcalc.htm,1,1,1,9,1,1,11,1,2,2,1,2,13,1,A ,-2,-2,-2,1,1,1,1,1,Virginia Tech,2,15,11,17,12,4,16,15,1,5,13980,1,-2,-2,2, ,-2,51121,Montgomery County,5109,-80.423267,37.228561
159391,Louisiana State University and Agricultural & Mechanical College,156 Thomas Boyd Hall,Baton Rouge,LA,70803-2750,22,5,F. King Alexander,President & Chancellor,2255783202,2255785982,726000848,201000,1,www.lsu.edu,sites01.lsu.edu/wp/admissions/,www.lsu.edu/financialaid/,sites01.lsu.edu/wp/admissions/become-a-tiger-2/apply/,www.lsu.edu/departments/financialaid/item30486,1,1,1,9,1,1,11,1,2,2,1,2,41,1,A ,-2,-2,-2,1,1,1,1,1,Louisiana State University|LSU,2,15,11,14,12,4,16,15,1,5,12940,1,-2,-2,1,Louisiana State University System,122020,22033,East Baton Rouge Parish,2202,-91.196656,30.552111
162928,Johns Hopkins University,"3400 N Charles St, Mason Hall",Baltimore,MD,21218-2688,24,2,Mr. Ronald J. Daniels,President,4105168000,4105166025,520595110,207700,1,www.jhu.edu,apply.jhu.edu/index.html,apply.jhu.edu/finaid/finaid.html,apply.jhu.edu/apply/application.html,npc.collegeboard.org/student/app/jhu,2,1,2,9,1,1,11,1,2,2,1,2,11,1,A ,-2,-2,-2,1,1,1,1,1, ,2,15,11,14,12,6,17,15,2,5,12580,1,548,-2,2, ,-2,24510,Baltimore city,2407,-76.620799,39.32838
164076,Towson University,8000 York Rd,Towson,MD,21252-0001,24,2,Dr. Maravene S. Loeschke,President,4107042000, ,526002033,209900,1,www.towson.edu,www.towson.edu/main/admissions/,www.towson.edu/main/finaid/,www.towson.edu/main/admissions/applynow.asp,www.towson.edu/main/finaid/netpricecalculator/npcalc.asp,1,1,1,9,1,1,11,1,2,2,2,2,13,1,A ,-2,-2,-2,1,1,1,1,1, ,2,18,10,18,11,4,16,21,2,5,12580,1,548,-2,1,University System of Maryland,124010,24005,Baltimore County,2402,-76.612268,39.393008
228459,Texas State University,601 University Dr,San Marcos,TX,78666,48,6,Denise Trauth,President,5122452111,5122459020,746002248,361500,1,www.txstate.edu,www.admissions.txstate.edu/,www.finaid.txstate.edu/,https://www.applytexas.org/adappc/gen/c_start.WBX,www.finaid.txstate.edu/helpful/npc.html,1,1,1,9,1,1,11,1,2,2,2,2,23,1,A ,-2,-2,-2,1,1,1,1,1,Texas State|Texas State University-San Marcos|Southwest Texas State University|Southwest Texas State|SWT|SWTSU|Texas State San Marcos|TxSt|TxState|TS|,2,18,10,18,11,4,15,21,2,5,12420,1,-2,-2,1,Texas State University System,148040,48209,Hays County,4835,-97.936392,29.889202
228778,The University of Texas at Austin,2400 Inner Campus Drive,Austin,TX,78712,48,6,"William Powers, Jr.",President,5124713434, ,746000203,365800,1,www.utexas.edu,www.utexas.edu/student/admissions,finaid.utexas.edu,bealonghorn.utexas.edu/services/apply/apply/index.html,www.collegeportraits.org/TX/UTAustin/,1,1,1,9,1,1,11,1,2,2,2,2,11,1,A ,-2,-2,-2,1,1,1,1,1,UT Austin |University of Texas,2,15,11,15,13,4,15,15,2,5,12420,1,-2,-2,1,The University of Texas System,148060,48453,Travis County,4825,-97.737279,30.284733
100858,Auburn University,"Auburn, Alabama",Auburn University,AL,36849,1,5,Jay Gogue,President,3348444000, ,636000724,100900,1,www.auburn.edu,www.auburn.edu/admissions/,www.auburn.edu/administration/business_office/finaid/,www.auburn.edu/admissions/,www.auburn.edu/admissions/money-matters.html,1,1,1,9,1,1,11,1,2,2,1,2,13,1,A ,-2,-2,-2,1,1,1,1,1, ,2,16,14,14,13,4,15,15,1,5,12220,1,194,-2,1,Auburn University,101040,1081,Lee County,103,-85.492409,32.600201
139755,Georgia Institute of Technology-Main Campus,225 North Ave,Atlanta,GA,30332-0530,13,5,G.P.  Bud  Peterson,President,4048942000, ,586002023,156900,1,www.gatech.edu,www.admission.gatech.edu/,www.finaid.gatech.edu/,www.admission.gatech.edu/apply/,www.admission.gatech.edu/npcalc/npcalc1011.htm,1,1,1,9,1,1,12,1,2,2,2,2,11,1,A ,-2,-2,-2,1,1,1,1,1,Georgia Tech,2,15,14,15,12,5,17,15,2,5,12060,1,122,-2,1,University System of Georgia,113020,13121,Fulton County,1305,-84.396019,33.773732
139940,Georgia State University,33 gilmer st,Atlanta,GA,30303-3083,13,5,Mark P. Becker,President,4044132000,4044132002,586002050,157400,1,www.gsu.edu,www.gsu.edu/admissions/,www.gsu.edu/es/financial_aid.html,www.gsu.edu/gastate_admissions.html,www.gsu.edu/admissions/cost_calculator.html,1,1,1,9,1,1,11,1,2,2,2,2,11,1,A ,-2,-2,-2,1,1,1,1,1, ,2,15,11,15,8,4,15,15,2,5,12060,1,122,-2,1,University System of Georgia,113020,13121,Fulton County,1305,-84.38667,33.7527
140164,Kennesaw State University,1000 Chastain Rd,Kennesaw,GA,30144-5591,13,5,Dan Papp,President,7704236000,7704993370,580965786,157700,1,www.kennesaw.edu,www.kennesaw.edu/admissions/,www.kennesaw.edu/financial_aid/,www.kennesaw.edu/admissions/online_applications_forms.html,www.kennesaw.edu/financial_aid/npcalc/npcalc.htm,1,1,1,9,1,1,12,1,2,2,2,2,21,1,A ,-2,-2,-2,1,1,1,1,1,KSU,2,18,13,4,8,3,15,21,2,5,12060,1,122,-2,1,University System of Georgia,113020,13067,Cobb County,1311,-84.58083,34.03629
139959,University of Georgia,Administration Building,Athens,GA,30602,13,5,Jere W. Morehead,President,7065423000, ,586001998,159800,1,www.uga.edu,https://www.admissions.uga.edu/index.html,osfa.uga.edu/index.html,https://www.admissions.uga.edu/article/apply-now.html,www.collegeportraits.org/GA/UGA/estimator/agree,1,1,1,9,1,1,11,1,2,2,1,2,12,1,A ,-2,-2,-2,1,1,1,1,1, ,2,15,11,14,13,4,16,15,1,5,12020,1,122,-2,1,University System of Georgia,113020,13059,Clarke County,1310,-83.374049,33.956428
204857,Ohio University-Main Campus,020 Chubb Hall,Athens,OH,45701-2979,39,3,Dr. Roderick J. McDavis,President,7405931000, ,316402113,310000,1,www.ohio.edu,www.ohio.edu/admissions/,www.ohio.edu/financialaid/,https://www.applyweb.com/apply/ohiou/menu.html,www.collegeportraits.org/OH/OU/estimator,1,1,1,9,1,1,11,1,2,2,1,2,32,1,A ,-2,-2,-2,1,1,1,1,1, ,2,16,14,14,10,4,16,15,2,5,11900,2,-2,-2,2, ,-2,39009,Athens County,3915,-82.101064,39.326799
169798,Eastern Michigan University,202 Welch Hall,Ypsilanti,MI,48197,26,3,Dr. Susan Martin,President,7344871849, ,386005986,225900,1,www.emich.edu,www.emich.edu/admissions/,www.emich.edu/finaid/,www.emich.edu/admissions/apply/,www.emich.edu/finaid/calculator/,1,1,1,9,1,1,12,1,2,2,2,2,21,1,A ,-2,-2,-2,1,1,1,1,1, ,2,18,14,18,8,4,15,21,2,5,11460,1,220,-2,2, ,-2,26161,Washtenaw County,2612,-83.624499,42.245751
170976,University of Michigan-Ann Arbor,503 Thompson Street,Ann Arbor,MI,48109,26,3,Mary Sue Coleman,President,7347641817, ,386006309,232500,1,www.umich.edu,www.admissions.umich.edu,www.finaid.umich.edu,www.admissions.umich.edu/applying,www.finaid.umich.edu/TopNav/Resources/MCalc.aspx,1,1,1,9,1,1,11,1,2,1,1,2,12,1,A ,-2,-2,-2,1,1,1,1,1,U of Michigan|U of M|Univ of Michigan|U Michigan Ann Arbor|University of Michigan Ann Arbor,2,15,8,14,12,5,16,15,2,5,11460,1,220,-2,2, ,-2,26161,Washtenaw County,2612,-83.74313,42.276172
153603,Iowa State University,3410 Beardshear Hall,Ames,IA,50011-2030,19,4,Steven Leath,President,5152945836,5152942592,426004224,186900,1,www.iastate.edu,www.admissions.iastate.edu/,www.financialaid.iastate.edu/,www.admissions.iastate.edu/apply/,www.financialaid.iastate.edu/planning/financialcalculator.php,1,1,1,9,1,1,11,1,2,2,1,2,13,1,A ,-2,-2,-2,1,1,1,1,1,ISU,2,15,14,14,13,4,16,15,1,5,11180,1,218,-2,2, ,-2,19169,Story County,1904,-93.648353,42.026368
187985,University of New Mexico-Main Campus,1700 Lomas Blvd NE,Albuquerque,NM,87106,35,6,Robert G Frank,President,5052770111,5052776686,856000642,266300,1,www.unm.edu,www.unm.edu/admissions/,finaid.unm.edu/,www.unm.edu/apply/,npc.collegeboard.org/student/app/unm,1,1,1,9,1,1,11,1,2,1,1,2,11,1,A ,-2,-2,-2,1,1,1,1,1,UNM,2,15,11,14,11,4,15,15,2,5,10740,1,106,-2,1,University of New Mexico,135030,35001,Bernalillo County,3501,-106.620155,35.083868
196680,Excelsior College,7 Columbia Cir,Albany,NY,12203-5159,36,2,John F. Ebersole,President,5184648500,5184648777,141599643,283400,1,www.excelsior.edu,https://www.excelsior.edu/admissions,https://www.excelsior.edu/financial-aid,https://www.excelsior.edu/admissions,my.excelsior.edu/secapps/CostCal/ECCost.jsf,2,1,2,8,1,1,20,1,2,2,2,2,13,1,A ,-2,-2,-2,1,1,1,1,3, ,2,19,2,5,5,3,15,31,2,5,10580,1,104,-2,2, ,-2,36001,Albany County,3620,-73.862204,42.704887
200800,University of Akron Main Campus,302 Buchtel Common,Akron,OH,44325-4702,39,3,Luis M Proenza,President,3309727111, ,346002924,312300,1,www.uakron.edu,www.uakron.edu/admissions/,www.uakron.edu/finaid/,www.uakron.edu/admissions/undergraduate/admission_procedures/index.dot,www.uakron.edu/finaid/,1,1,1,9,1,1,11,1,2,2,2,2,12,1,A ,-2,-2,-2,1,1,1,1,1, ,2,16,14,15,10,4,15,16,2,5,10420,1,184,-2,2, ,-2,39153,Summit County,3913,-81.510328,41.077768
203517,Kent State University at Kent,"Executive Office, 2nd Floor Library",Kent,OH,44242-0001,39,3,Dr. Lester Lefton,President,3306723000, ,316402079,305100,1,www.kent.edu, , , ,cmsprod.uis.kent.edu/about/administration/EMSA/financialaid/ksunpc.cfm,1,1,1,9,1,1,11,1,2,2,2,2,21,1,A ,-2,-2,-2,1,1,1,1,1, ,2,16,14,15,11,4,16,15,2,5,10420,1,184,-2,1,The University System of Ohio,139090,39133,Portage County,3913,-81.342253,41.146856
